#Version: 20120221									
#Site: KAWW001									
#Date: 2022-02-04									
#Listener: shibbard									
#Sample scheme: 10 seconds every 2 minutes									
#Time	Src	Src	Src	Src	Src	Src	Src	Notes	TagDate
0:00:00	22.3	39.1						"Nearly non-stop motor (car/snowmachine/ trains?) sounds most of the day. Mostly unable to differentiate. Right on snow trail, 2 miles from state highway, 4 miles from interstate and trains. Mostly flat terrain. "	4/12/2023 11:21
0:02:00	22.3	39.1							4/7/2023 13:04
0:04:00	22.3	39.1							4/7/2023 13:04
0:06:00	22.3	39.1							4/7/2023 13:05
0:08:00	22.3	39.1							4/7/2023 13:11
0:10:00	22.3	39.1							4/7/2023 13:11
0:12:00	22.3	39.1	21.2						4/12/2023 11:21
0:14:00	22.3	39.1							4/12/2023 11:21
0:16:00	22.3	39.1	21.2						4/12/2023 11:21
0:18:00	22.3	39.1	21.2						4/12/2023 11:21
0:20:00	22.3	39.1	21.2						4/12/2023 11:22
0:22:00	1	22.3	39.1	21.1					4/12/2023 11:22
0:24:00	21.2	1.2	39.1	22.3					4/12/2023 11:22
0:26:00	1.2	22.3	39.1	21.1					4/12/2023 11:22
0:28:00	1.2	22.3	21.1						4/12/2023 11:22
0:30:00	1.2	39.1	22.3						4/12/2023 11:22
0:32:00	1	22.3	39.1						4/12/2023 11:23
0:34:00	22.3	39.1							4/7/2023 13:14
0:36:00	22.3	39.1	21	39				green wood cracking	4/7/2023 13:14
0:38:00	22.3	39.1	21.2						4/12/2023 11:23
0:40:00	22.3	39.1							4/12/2023 11:23
0:42:00	22.3	39.1	1.1						4/12/2023 11:23
0:44:00	22.3	39.1							4/7/2023 13:15
0:46:00	39.1	22.3	21.1	39				Metalic click	4/12/2023 11:25
0:48:00	39.1	22.3							4/12/2023 11:23
0:50:00	22.3								4/7/2023 13:15
0:52:00	22.3								4/12/2023 11:26
0:54:00	22.3								4/7/2023 13:16
0:56:00	39.1	22.3							4/7/2023 13:16
0:58:00	39.1	22.3							4/7/2023 13:16
1:00:00	22.3								4/7/2023 13:16
1:02:00	22.3	39.1							4/7/2023 13:16
1:04:00	22.3	39.1	21						4/12/2023 11:26
1:06:00	22.3	39.1	21.1						4/12/2023 11:26
1:08:00	22.3								4/7/2023 13:17
1:10:00	22.3	39.1							4/7/2023 13:17
1:12:00	22.3	6							4/12/2023 11:26
1:14:00	22.3	6	39.1						4/12/2023 11:26
1:16:00	22.3	39.1							4/12/2023 11:27
1:18:00	22.3	39.1	21.1						4/12/2023 11:27
1:20:00	22.3	39.1							4/7/2023 13:18
1:22:00	22.3	39.1							4/7/2023 13:18
1:24:00	22.3	39.1							4/7/2023 13:18
1:26:00	22.3	39.1	6						4/7/2023 13:18
1:28:00	22.3	39.1							4/7/2023 13:19
1:30:00	22.3	39.1							4/7/2023 13:19
1:32:00	22.3	39.1							4/7/2023 13:19
1:34:00	22.3	39.1	21.1						4/12/2023 11:27
1:36:00	22.3	39.1	21						4/12/2023 11:27
1:38:00	22.3	39.1							4/12/2023 11:27
1:40:00	22.3	39.1							4/7/2023 13:20
1:42:00	22.3	39.1							4/7/2023 13:20
1:44:00	22.3	39.1							4/7/2023 13:20
1:46:00	22.3								4/7/2023 13:20
1:48:00	22.3	39.1	6						4/12/2023 11:28
1:50:00	22.3	39.1							4/12/2023 11:28
1:52:00	22.3	39.1	6						4/12/2023 11:28
1:54:00	22.3	39.1							4/12/2023 11:28
1:56:00	22.3	2							4/12/2023 11:28
1:58:00	22.3	2	39.1						4/12/2023 11:28
2:00:00	22.3		39.1						4/12/2023 11:29
2:02:00	22.3	2	39	39.1				Metalic click with echo	4/12/2023 11:30
2:04:00	22.3								4/7/2023 13:22
2:06:00	22.3								4/7/2023 13:22
2:08:00	22.3	21							4/12/2023 11:30
2:10:00	22.3	6	39.1	21.1					4/12/2023 11:30
2:12:00	22.3								4/12/2023 11:30
2:14:00	22.3	39.1	21.1						4/12/2023 11:31
2:16:00	22.3								4/7/2023 13:23
2:18:00	22.3								4/7/2023 13:23
2:20:00	22.3	25							4/7/2023 13:23
2:22:00	22.3	1.1							4/7/2023 13:23
2:24:00	22.3								4/7/2023 13:23
2:26:00	22.3								4/7/2023 13:24
2:28:00	22.3	39.1	6						4/7/2023 13:24
2:30:00	22.3								4/7/2023 13:24
2:32:00	22.3	40							4/7/2023 13:24
2:34:00	22.3	21							4/7/2023 13:24
2:36:00	22.3								4/7/2023 13:24
2:38:00	22.3	39.1							4/7/2023 13:25
2:40:00	22.3	21.2	39.1	39				Metalic click/loud drip	4/12/2023 11:32
2:42:00	22.3	39.1							4/7/2023 13:25
2:44:00	22.3								4/7/2023 13:25
2:46:00	6	22.3							4/7/2023 13:25
2:48:00	6	22.3							4/12/2023 11:32
2:50:00	39.1	6							4/12/2023 11:32
2:52:00	22.3	6	39.1	21					4/12/2023 11:32
2:54:00	21.1		22.3						4/12/2023 11:32
2:56:00	22.3	39.1	6						4/12/2023 11:33
2:58:00	22.3	39.1							4/7/2023 13:26
3:00:00	22.3	39.1							4/7/2023 13:27
3:02:00	22.3	39.1							4/7/2023 13:27
3:04:00	22.3								4/7/2023 13:27
3:06:00	22.3	39.1							4/7/2023 13:27
3:08:00	21.2	22.3	39.1						4/12/2023 11:33
3:10:00	1.1	22.3							4/12/2023 11:33
3:12:00	39.1								4/12/2023 11:33
3:14:00	22.3	21.1	39.1						4/12/2023 11:33
3:16:00	22.3	25	21.1	39.1					4/12/2023 11:33
3:18:00	22.3	39.1	21.2						4/12/2023 11:33
3:20:00	22.3	39.1	21.2	25					4/12/2023 11:34
3:22:00	22.3	21.1	39.1						4/12/2023 11:34
3:24:00	22.3	39.1	21.1						4/12/2023 11:34
3:26:00	22.3	40	21.1	39.1				crunching	4/12/2023 11:35
3:28:00	22.3	39.1	21.1						4/12/2023 11:35
3:30:00	21.1	22.3		39	39.1			snap	4/12/2023 11:36
3:32:00	22.3	39.1							4/12/2023 11:36
3:34:00	22.3	39.1							4/12/2023 11:36
3:36:00	22.3	39.1							4/12/2023 11:36
3:38:00	22.3	39.1	21.1						4/12/2023 11:36
3:40:00	22.3	39.1	21.1						4/12/2023 11:36
3:42:00	22.3	21.2	39.1						4/12/2023 11:36
3:44:00	22.3	21.1	39.1						4/12/2023 11:36
3:46:00	22.3	21.1	39.1						4/12/2023 11:36
3:48:00	22.3	21.1	39.1						4/12/2023 11:37
3:50:00	22.3	39	39.1	21.1				snapping	4/12/2023 11:37
3:52:00	22.3	25	39.1	21.1					4/12/2023 11:37
3:54:00	22.3	21.1	39.1						4/12/2023 11:37
3:56:00	21.2	22.3	39.1						4/12/2023 11:37
3:58:00	22.3	6	39.1						4/12/2023 11:38
4:00:00	22.3	6	39.1						4/7/2023 13:32
4:02:00	22.3	21.2	39.1						4/12/2023 11:38
4:04:00	22.3	6	39.1						4/12/2023 11:38
4:06:00	22.3	6	39.1						4/12/2023 11:38
4:08:00	22.3	21.2	39.1						4/12/2023 11:38
4:10:00	22.3	21.1	39.1	6					4/12/2023 11:38
4:12:00	6	22.3	39.1	21.1					4/12/2023 11:39
4:14:00	21.1	6	39.1	22.3					4/12/2023 11:39
4:16:00	6	22.3	39.1	39	21			clicking	4/12/2023 11:39
4:18:00	6	22.3	21.1	39.1					4/12/2023 11:41
4:20:00	6	22.3	21.1	39.1					4/12/2023 11:39
4:22:00	6	22.3	21.1	39.1					4/12/2023 11:40
4:24:00	6	22.3	21.1	39.1					4/12/2023 11:40
4:26:00	6	22.3	21.1	39.1					4/12/2023 11:40
4:28:00	6	22.3	21.1	39.1					4/12/2023 11:40
4:30:00	6	22.3	21.1	39.1					4/12/2023 11:40
4:32:00	6	22.3	21.1	39.1					4/12/2023 11:41
4:34:00	6	22.3	21.2	39.1					4/12/2023 11:41
4:36:00	6	22.3	21.1	39.1					4/12/2023 11:41
4:38:00	6	22.3	21.1	39.1					4/12/2023 11:41
4:40:00	6	22.3	21.1	39.1					4/12/2023 11:42
4:42:00	6	22.3	21.1	39.1					4/12/2023 11:42
4:44:00	6	22.3	39.1						4/12/2023 11:42
4:46:00	6	22.3	21.2	39.1					4/12/2023 11:42
4:48:00	4	22.3	21.2	39.1					4/12/2023 11:43
4:50:00	4	22.3	21	39.1					4/12/2023 11:43
4:52:00		22.3	21.1	39.1					4/12/2023 11:43
4:54:00		22.3	39.1						4/12/2023 11:43
4:56:00		22.3	39.1						4/12/2023 11:43
4:58:00		22.3	39.1						4/12/2023 11:44
5:00:00	6	22.3	21.1	39.1					4/12/2023 11:44
5:02:00	22.3	39.1	21.1						4/12/2023 11:44
5:04:00	22.3	39.1	21.1						4/12/2023 11:44
5:06:00		39.1	21						4/12/2023 11:44
5:08:00	39.1	22.3	21.1						4/12/2023 11:45
5:10:00	22.3	39.1		21.1					4/12/2023 11:45
5:12:00	22.3	39.1							4/7/2023 13:38
5:14:00	22.3	21.1	39.1						4/12/2023 11:45
5:16:00	22.3	39.1							4/12/2023 11:45
5:18:00	21.1	22.3	39.1	25					4/12/2023 11:45
5:20:00	22.3	39.1	21.1						4/12/2023 11:45
5:22:00	6	22.3	39.1						4/12/2023 11:45
5:24:00	6	22.3	39.1						4/12/2023 11:45
5:26:00	6	22.3	39.1						4/12/2023 11:45
5:28:00	6	22.3	39.1						4/12/2023 11:46
5:30:00	6	39.1	22.3						4/12/2023 11:46
5:32:00	6	22.3	39.1						4/12/2023 11:46
5:34:00		22.3	39.1						4/12/2023 11:46
5:36:00	6	22.3	39.1						4/12/2023 11:46
