#Version: 20120221									
#Site: KAWW001									
#Date: 2022-02-06									
#Listener: ava1									
#Sample scheme: 10 seconds every 2 minutes									
#Time	Src	Src	Src	Src	Src	Src	Src	Notes	TagDate
0:00:00	21.1								4/11/2023 11:15
0:02:00	21.1	39.1							4/11/2023 13:28
0:04:00	21.1								4/6/2023 13:03
0:06:00	21.1	21							4/6/2023 13:40
0:08:00	21.1								4/6/2023 13:39
0:10:00	21.1	21							4/6/2023 13:39
0:12:00	21.1	21							4/6/2023 13:39
0:14:00	21.1								4/6/2023 13:39
0:16:00	21.1	39.1							4/11/2023 13:28
0:18:00	21.1	21							4/6/2023 13:40
0:20:00	21.1								4/6/2023 13:05
0:22:00	21.1								4/6/2023 13:40
0:24:00	21.1	21							4/11/2023 13:29
0:26:00	21.1	21							4/6/2023 13:40
0:28:00	21.1								4/6/2023 13:40
0:30:00	21.1								4/6/2023 13:40
0:32:00	21.1								4/6/2023 13:40
0:34:00	21.1	25							4/6/2023 13:40
0:36:00	21.1								4/6/2023 13:41
0:38:00	39	21.1							4/11/2023 13:28
0:40:00	21.1	39							4/6/2023 13:40
0:42:00	21.1								4/6/2023 13:40
0:44:00	21.1	39.1							4/6/2023 13:40
0:46:00	21.1	39.1							4/6/2023 13:40
0:48:00	21.1	39.1							4/6/2023 13:41
0:50:00	21.1	21							4/6/2023 13:41
0:52:00	21.1								4/6/2023 13:41
0:54:00	21.1								4/6/2023 13:41
0:56:00	21.1	39							4/6/2023 13:41
0:58:00	21.1								4/6/2023 13:41
1:00:00	21.1								4/6/2023 13:41
1:02:00	21.1	39							4/6/2023 13:41
1:04:00	21.1	21	39.1						4/6/2023 13:41
1:06:00	21.1	21							4/6/2023 13:41
1:08:00	21.1	39							4/6/2023 13:41
1:10:00	21.1								4/6/2023 13:41
1:12:00	21.1	21							4/6/2023 13:41
1:14:00	1.1	21.1	21						4/11/2023 13:21
1:16:00	21.1								4/6/2023 13:41
1:18:00	21.1	39							4/6/2023 13:41
1:20:00	21.1								4/6/2023 13:41
1:22:00	21.1	39	21						4/6/2023 13:41
1:24:00	21.1								4/6/2023 13:41
1:26:00	21.1								4/6/2023 13:41
1:28:00	21.1	39							4/11/2023 13:21
1:30:00	21.1								4/6/2023 13:14
1:32:00	21	21.1							4/6/2023 13:14
1:34:00	21.1								4/6/2023 13:15
1:36:00	21.1	39	21						4/6/2023 13:15
1:38:00	21.1								4/6/2023 13:15
1:40:00	21.1	21							4/6/2023 13:41
1:42:00	21.1	21							4/6/2023 13:41
1:44:00	21.1	21							4/6/2023 13:15
1:46:00	21.1	21							4/6/2023 13:16
1:48:00	21.1	21							4/6/2023 13:16
1:50:00	21.1	21							4/6/2023 13:16
1:52:00	21.1	21							4/6/2023 13:42
1:54:00	21.1	21							4/6/2023 13:16
1:56:00	21.1	21	39						4/6/2023 13:42
1:58:00	21.1	21							4/6/2023 13:17
2:00:00	21.1	39							4/6/2023 13:42
2:02:00	21.1								4/6/2023 13:17
2:04:00	21.1	21							4/6/2023 13:17
2:06:00	21.1								4/6/2023 13:17
2:08:00	21.1	39							4/6/2023 13:17
2:10:00	21.1								4/6/2023 13:42
2:12:00	21.1								4/6/2023 13:18
2:14:00	21.1								4/6/2023 13:18
2:16:00	21.1								4/6/2023 13:18
2:18:00	21.1	39							4/6/2023 13:42
2:20:00	21.1	39.1							4/11/2023 13:28
2:22:00	21.1								4/6/2023 13:19
2:24:00	21.1								4/6/2023 13:42
2:26:00	21.1	39							4/6/2023 13:19
2:28:00	21.1								4/6/2023 13:19
2:30:00	21.1								4/6/2023 13:19
2:32:00	21.1	21						 	4/6/2023 13:42
2:34:00	21.1								4/6/2023 13:20
2:36:00	21.1	21							4/6/2023 13:42
2:38:00	21.1								4/6/2023 13:20
2:40:00	21.1								4/6/2023 13:20
2:42:00	21.2								4/6/2023 13:20
2:44:00	21.1								4/6/2023 13:20
2:46:00	21.1								4/6/2023 13:20
2:48:00	21.1								4/6/2023 13:21
2:50:00	21.1								4/6/2023 13:21
2:52:00	21.1								4/6/2023 13:21
2:54:00	21.1								4/6/2023 13:21
2:56:00	21.1								4/6/2023 13:22
2:58:00	21.1	21							4/6/2023 13:22
3:00:00	21.1	21							4/6/2023 13:42
3:02:00	21.1	21							4/6/2023 13:42
3:04:00	21.1								4/6/2023 13:42
3:06:00	21.1	21							4/6/2023 13:42
3:08:00	21.1	21							4/6/2023 13:42
3:10:00	21.1	21							4/6/2023 13:42
3:12:00	21.1	21							4/6/2023 13:42
3:14:00	21.1	21							4/6/2023 13:42
3:16:00	21.1	21	39						4/6/2023 13:42
3:18:00	21.1	21							4/6/2023 13:42
3:20:00	21.1	39	21						4/6/2023 13:42
3:22:00	21.1	21							4/6/2023 13:42
3:24:00	21.1	21							4/6/2023 13:42
3:26:00	21.1	21							4/6/2023 13:42
3:28:00	21.1	21							4/6/2023 13:42
3:30:00	21.1	39	21	2					4/6/2023 13:42
3:32:00	21.1	21	39						4/6/2023 13:25
3:34:00	21.1	21	39						4/6/2023 13:25
3:36:00	21.1	21	39						4/6/2023 13:26
3:38:00	21.1	39							4/6/2023 13:26
3:40:00	21.1	21	39						4/6/2023 13:26
3:42:00	21.1	21							4/6/2023 13:26
3:44:00	21.1	21							4/6/2023 13:26
3:46:00	21.1	21							4/6/2023 13:26
3:48:00	21.1	21	39						4/6/2023 13:27
3:50:00	21.1								4/6/2023 13:27
3:52:00	21.1								4/6/2023 13:27
3:54:00	21.1	39							4/6/2023 13:27
3:56:00	21.1	21							4/6/2023 13:27
3:58:00	21.1	40							4/6/2023 13:28
4:00:00	21.1								4/6/2023 13:28
4:02:00	21	39							4/6/2023 13:28
4:04:00	21	39	21.1						4/6/2023 13:28
4:06:00	21.1	21	39						4/6/2023 13:28
4:08:00	21.1	21							4/6/2023 13:28
4:10:00	21.1	39							4/6/2023 13:29
4:12:00	21.1	39							4/6/2023 13:29
4:14:00	21.1	21							4/6/2023 13:29
4:16:00	21.1	39							4/6/2023 13:29
4:18:00	21.1	21							4/6/2023 13:29
4:20:00	21.1	21							4/6/2023 13:29
4:22:00	21.1		21						4/6/2023 13:30
