### Metrics File V1.1
Metrics for HAVO3B1
Day: 07:00:00 to 18:59:59
Night: 19:00:00 to 06:59:59
Summer: May to Aug
Winter: Oct to Feb
Fall: Sep to Sep
Spring: Mar to Apr
Source of Interest: Aircraft
Truncated dBA (also referenced as dBT) Frequency Range: 20Hz to 1250Hz

Median dBA values by Hour, Winter (n = 206hrs)
Hr	Lmin	L099	L090	Lnat	L050	L010	L001	Lmax	Leq
15	52.9	48.0	45.9	43.7	38.8	39.4	39.4	37.8	35.6	32.7	32.5	31.8	30.9	29.8	30.9	29.7	27.5	28.5	28.0	30.9	27.7	27.8	21.6	18.2	16.5	15.3	16.2	14.3	13.0	13.8	13.4	12.7	12.5
16	50.3	45.7	43.3	39.2	35.8	34.9	34.3	32.6	32.1	31.4	29.2	28.5	27.6	26.8	27.7	26.2	23.5	22.9	22.4	24.2	22.2	21.2	15.3	12.0	09.3	08.7	09.7	08.5	08.5	09.3	09.3	09.1	08.6
17	49.0	45.0	43.3	38.5	37.2	38.1	35.2	34.8	33.9	33.4	32.1	32.4	31.5	31.2	31.0	30.0	29.7	29.5	29.1	29.1	26.8	23.0	19.8	17.1	14.7	12.3	12.3	10.5	10.1	10.3	10.9	09.6	09.0
18	57.8	52.4	48.1	43.7	39.8	36.4	34.3	34.3	33.9	32.8	32.1	31.0	30.3	30.0	30.2	30.2	29.5	27.6	25.1	23.8	21.1	19.3	17.5	15.2	13.3	11.3	12.3	10.6	10.5	10.5	10.4	09.9	09.5
19	55.6	50.2	45.7	41.5	37.6	34.6	33.6	33.3	33.0	33.6	31.4	29.6	28.7	28.2	31.9	30.1	27.9	29.9	29.1	29.6	22.6	19.9	18.6	14.9	12.5	10.3	11.5	09.2	08.5	09.0	08.9	09.0	08.8
20	54.5	49.2	44.7	40.5	36.9	34.5	33.2	32.9	33.3	34.7	30.4	28.9	28.0	27.7	30.4	29.2	27.1	28.1	27.0	28.9	22.0	18.5	17.1	13.3	10.9	09.3	10.8	09.0	08.0	08.7	08.6	08.8	08.5
21	50.7	48.2	44.1	39.7	36.2	33.4	32.5	32.2	31.7	31.0	30.2	29.3	28.6	28.1	29.1	28.2	26.4	25.7	24.6	24.7	20.6	18.5	15.7	13.0	10.9	09.5	10.2	09.0	08.4	08.9	08.7	08.7	08.5
22	51.7	47.2	42.9	38.9	35.4	33.0	32.2	32.0	31.8	30.7	29.5	28.4	27.9	27.6	29.6	27.6	25.5	24.7	24.8	27.5	23.6	21.1	13.7	11.2	08.8	07.7	08.2	07.8	08.1	08.6	08.5	08.5	07.9
23	55.1	52.8	48.4	43.8	39.9	36.6	34.7	34.2	33.8	33.0	32.2	30.9	30.4	30.0	31.2	30.9	29.8	28.5	28.0	30.1	27.1	24.9	19.1	16.6	14.2	11.8	12.0	10.2	08.8	09.8	10.0	09.6	08.5

